mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.5327351093292236,0.016704417229718667,0.009628772735595703,0.00041273586789629987,200,10,20,"{'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 20}",0.9307116104868914,0.9287054409005628,0.9043151969981238,0.9212440827951927,0.011998515459559383,3
0.23425857226053873,0.007731230477745367,0.007644097010294597,0.0015854227720448583,100,5,5,"{'n_estimators': 100, 'min_samples_split': 5, 'max_depth': 5}",0.898876404494382,0.8930581613508443,0.8724202626641651,0.8881182761697971,0.011351467139730897,6
0.5149439175923666,0.004239392981382881,0.009085257848103842,0.00014937697230143183,200,10,10,"{'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 10}",0.9250936329588015,0.926829268292683,0.9080675422138836,0.919996814488456,0.008464977269263277,4
0.15137513478597006,0.01578029680678905,0.005330801010131836,0.0011808977079115282,50,5,20,"{'n_estimators': 50, 'min_samples_split': 5, 'max_depth': 20}",0.9400749063670412,0.9212007504690432,0.9136960600375235,0.9249905722912025,0.011097535627392366,2
0.2193750540415446,0.004987367796249991,0.006208101908365886,0.0018847918385295633,100,10,5,"{'n_estimators': 100, 'min_samples_split': 10, 'max_depth': 5}",0.9119850187265918,0.8949343339587242,0.8761726078799249,0.8943639868550802,0.01462591682656947,5
0.29534562428792316,0.006999576742120364,0.005670070648193359,0.00014177347855767663,100,5,20,"{'n_estimators': 100, 'min_samples_split': 5, 'max_depth': 20}",0.9456928838951311,0.924953095684803,0.9099437148217636,0.9268632314672326,0.014656903638207293,1
