mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_max_depth,param_learning_rate,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
2.364861806233724,0.059905513682972186,0.003273487091064453,8.4072444774973e-05,200,7,0.01,"{'n_estimators': 200, 'max_depth': 7, 'learning_rate': 0.01}",0.9269662921348315,0.8968105065666041,0.9099437148217636,0.9112401711743998,0.012345132647186527,5
0.9528289635976156,0.006348247452108022,0.0021578470865885415,0.00010240373254391313,100,5,0.05,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.05}",0.951310861423221,0.926829268292683,0.9399624765478424,0.9393675354212488,0.010003418307771452,2
0.32961002985636395,0.02004586238038237,0.0018715063730875652,0.00039941976124975776,50,3,0.05,"{'n_estimators': 50, 'max_depth': 3, 'learning_rate': 0.05}",0.9325842696629213,0.9099437148217636,0.900562851782364,0.9143636120890163,0.013441091713104264,4
0.5018667380015055,0.013197739470614188,0.0017366409301757812,3.613018359117719e-05,50,5,0.1,"{'n_estimators': 50, 'max_depth': 5, 'learning_rate': 0.1}",0.9588014981273408,0.9193245778611632,0.9362101313320825,0.9381120691068622,0.016172401056530176,3
0.34398706754048664,0.023748260999470208,0.001760721206665039,0.00043726777728222245,50,3,0.01,"{'n_estimators': 50, 'max_depth': 3, 'learning_rate': 0.01}",0.8913857677902621,0.8667917448405253,0.8799249530956847,0.8793674885754909,0.010048202699372037,6
1.3217878341674805,0.03333810149745141,0.002329111099243164,5.611706874818716e-06,200,3,0.05,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.05}",0.9588014981273408,0.9418386491557224,0.926829268292683,0.9424898051919154,0.013060726709941003,1
